#FILE:                        13WaT18 10 K min air 14.2.07.dsu
#FORMAT:                      NETZSCH4                        
#IDENTITY:                    13 WaT18 10 K min air           
#DECIMAL:                     POINT                           
#SEPARATOR:                   SEMICOLON                       
#MTYPE:                       DSC                             
#INSTRUMENT:                  NETZSCH STA 449C                
#PROJECT:                     vtt                             
#DATE/TIME:                   14.2.2007 8:09:24               
#CORR. FILE:                  correction 10Kmin air 800 C.bsu 
#LABORATORY:                  EO                              
#OPERATOR:                    TL                              
#REMARK:                                                      
#SAMPLE:                      13 WaT18                        
#SAMPLE MASS /mg:             11.943                          
#MATERIAL:                    Empty crucibles                 
#REFERENCE:                   al2o3                           
#REFERENCE MASS /mg:          40.312                          
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                
#SAMPLE CRUCIBLE MASS /mg:    0.000                           
#REFERENCE CRUCIBLE MASS /mg: 0.000                           
#PROTECTIVE GAS:              N2                              
#PURGE GAS 1:                 air                             
#FLOW RATE 1 /(ml/min):       40                              
#PURGE GAS 2:                                                 
#FLOW RATE 2:                                                 
#DSC RANGE /æm:               5000                            
#TG RANGE /æm:                5000                            
#CORR. CODE:                  020                             
#EXO:                         +1                              
#RANGE:                       20.0/10.00(K/min)/800.0         
#SEGMENT:                     S1/1                            

##Temp./øC;DSC/(mW/mg)
362.25233;     5.18552
363.25233;     5.16880
364.25233;     5.14891
365.25233;     5.12814
366.25233;     5.10548
367.25233;     5.08260
368.25233;     5.05954
369.25233;     5.03672
370.25233;     5.01341
371.25233;     4.98946
372.25233;     4.96604
373.25233;     4.94215
374.25233;     4.91761
375.25233;     4.89357
376.25233;     4.87035
377.25233;     4.84816
378.25233;     4.82624
379.25233;     4.80456
380.25233;     4.78298
381.25233;     4.76339
382.25233;     4.74397
383.25233;     4.72749
384.25233;     4.70988
385.25233;     4.69261
386.25233;     4.67747
387.25233;     4.66300
388.25233;     4.64936
389.25233;     4.63754
390.25233;     4.62540
391.25233;     4.61545
392.25233;     4.60563
393.25233;     4.59864
394.25233;     4.59140
395.25233;     4.58675
396.25233;     4.58402
397.25233;     4.58187
398.25233;     4.58161
399.25233;     4.58311
400.25233;     4.58616
401.25233;     4.59062
402.25233;     4.59772
403.25233;     4.60632
404.25233;     4.61827
405.25233;     4.63213
406.25233;     4.64791
407.25233;     4.66650
408.25233;     4.68793
409.25233;     4.71172
410.25233;     4.73952
411.25233;     4.76958
412.25233;     4.80310
413.25233;     4.84012
414.25233;     4.88224
415.25233;     4.92645
416.25233;     4.97709
417.25233;     5.03347
418.25233;     5.09228
419.25233;     5.15930
420.25233;     5.23026
421.25233;     5.30751
422.25233;     5.39177
423.25233;     5.48363
424.25233;     5.58545
425.25233;     5.69826
426.25233;     5.82049
427.25233;     5.95569
428.25233;     6.10671
429.25233;     6.27594
430.25233;     6.47202
431.25233;     6.70364
432.25233;     6.98623
433.25233;     7.34072
434.25233;     7.78644
435.25233;     8.41144
436.25233;     9.18220
437.25233;     9.94176
438.25233;    10.56955
439.25233;    10.88761
440.25233;    10.99907
441.25233;    10.98683
442.25233;    10.90549
443.25233;    10.79242
444.25233;    10.65595
445.25233;    10.49886
446.25233;    10.32566
447.25233;    10.15542
448.25233;     9.98021
449.25233;     9.79775
450.25233;     9.62324
451.25233;     9.50351
452.25233;     9.41375
453.25233;     9.18162
454.25233;     8.84478
455.25233;     8.46929
456.25233;     8.09010
457.25233;     7.72004
458.25233;     7.31775
459.25233;     6.82849
460.25233;     6.27632
461.25233;     5.72251
462.25233;     5.17670
463.25233;     4.68274
464.25233;     4.25925
465.25233;     3.87703
466.25233;     3.52292
467.25233;     3.20572
468.25233;     2.91563
469.25233;     2.64991
470.25233;     2.40977
471.25233;     2.19508
472.25233;     1.99641
473.25233;     1.81469
474.25233;     1.64538
475.25233;     1.48938
476.25233;     1.34854
477.25233;     1.21655
478.25233;     1.08983
479.25233;     0.97030
480.25233;     0.85369
481.25233;     0.74456
482.25233;     0.64471
483.25233;     0.55369
484.25233;     0.46971
485.25233;     0.39321
486.25233;     0.32310
487.25233;     0.26157
488.25233;     0.20817
489.25233;     0.16576
490.25233;     0.13095
491.25233;     0.10337
492.25233; 8.3165e-002
493.25233; 6.6253e-002
494.25233; 5.4922e-002
495.25233; 4.6221e-002
496.25233; 4.0785e-002
497.25233; 3.6037e-002
498.25233; 3.2492e-002
499.25233; 2.9444e-002
500.25233; 2.8265e-002
501.25233; 2.7644e-002
502.25233; 2.6655e-002
503.25233; 2.6673e-002
504.25233; 2.5729e-002
505.25233; 2.5774e-002
506.25233; 2.5376e-002
507.25233; 2.5368e-002
