#FILE:                        13WaT18 20 K min air 7.2.2007.dsu
#FORMAT:                      NETZSCH4                         
#IDENTITY:                    13WaT18 20 K min air             
#DECIMAL:                     POINT                            
#SEPARATOR:                   SEMICOLON                        
#MTYPE:                       TG                               
#INSTRUMENT:                  NETZSCH STA 449C                 
#PROJECT:                     vtt                              
#DATE/TIME:                   7.2.2007 8:22:58                 
#CORR. FILE:                  correction 20Kmin air 800 C.bsu  
#LABORATORY:                  EO                               
#OPERATOR:                    TL                               
#REMARK:                                                       
#SAMPLE:                      13WaT18                          
#SAMPLE MASS /mg:             12.498                           
#MATERIAL:                    Empty crucibles                  
#REFERENCE:                   al2o3                            
#REFERENCE MASS /mg:          40.312                           
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                 
#SAMPLE CRUCIBLE MASS /mg:    0.000                            
#REFERENCE CRUCIBLE MASS /mg: 0.000                            
#PROTECTIVE GAS:              N2                               
#PURGE GAS 1:                 air                              
#FLOW RATE 1 /(ml/min):       40                               
#PURGE GAS 2:                                                  
#FLOW RATE 2:                                                  
#DSC RANGE /æm:               5000                             
#TG RANGE /æm:                5000                             
#CORR. CODE:                  020                              
#EXO:                         +1                               
#RANGE:                       20.0/20.00(K/min)/800.0          
#SEGMENT:                     S1/1                             

##Temp./øC;Mass/%
546.80000; 1.24453
547.80000; 1.12623
548.80000; 1.00902
549.80000; 0.90074
550.80000; 0.79571
551.80000; 0.69837
552.80000; 0.60739
553.80000; 0.52256
554.80000; 0.44897
555.80000; 0.38652
556.80000; 0.33322
557.80000; 0.29750
558.80000; 0.28860
559.80000; 0.28641
560.80000; 0.28565
561.80000; 0.28565
562.80000; 0.28656
563.80000; 0.28820
564.80000; 0.28996
565.80000; 0.29037
566.80000; 0.29207
567.80000; 0.29281
568.80000; 0.29503
569.80000; 0.29750
570.80000; 0.29838
571.80000; 0.30000
572.80000; 0.30086
573.80000; 0.30158
574.80000; 0.30163
575.80000; 0.30325
576.80000; 0.30390
577.80000; 0.30463
578.80000; 0.30646
579.80000; 0.30726
580.80000; 0.30727
581.80000; 0.30804
582.80000; 0.30807
583.80000; 0.30923
584.80000; 0.31047
585.80000; 0.31128
586.80000; 0.31210
587.80000; 0.31289
588.80000; 0.31206
589.80000; 0.31305
590.80000; 0.31381
591.80000; 0.31528
592.80000; 0.31602
593.80000; 0.31685
594.80000; 0.31768
595.80000; 0.31925
596.80000; 0.32085
597.80000; 0.32166
598.80000; 0.32245
599.80000; 0.32396
600.80000; 0.32477
601.80000; 0.32471
602.80000; 0.32561
603.80000; 0.32896
604.80000; 0.33238
605.80000; 0.33447
606.80000; 0.33366
607.80000; 0.33367
608.80000; 0.33438
609.80000; 0.33562
610.80000; 0.33725
611.80000; 0.33847
612.80000; 0.33916
613.80000; 0.34193
614.80000; 0.34358
615.80000; 0.34407
616.80000; 0.34561
617.80000; 0.34723
618.80000; 0.34916
619.80000; 0.34941
620.80000; 0.34970
621.80000; 0.35040
622.80000; 0.35145
623.80000; 0.35289
624.80000; 0.35282
625.80000; 0.35366
626.80000; 0.35531
627.80000; 0.35686
628.80000; 0.35761
629.80000; 0.35923
630.80000; 0.36002
631.80000; 0.36089
632.80000; 0.36087
633.80000; 0.36167
634.80000; 0.36325
635.80000; 0.36337
636.80000; 0.36486
637.80000; 0.36486
638.80000; 0.36486
639.80000; 0.36567
640.80000; 0.36727
641.80000; 0.36805
642.80000; 0.36806
643.80000; 0.36886
644.80000; 0.36965
645.80000; 0.37126
646.80000; 0.37285
647.80000; 0.37444
648.80000; 0.37446
649.80000; 0.37527
650.80000; 0.37526
651.80000; 0.37682
652.80000; 0.37606
653.80000; 0.37606
654.80000; 0.37606
655.80000; 0.37677
656.80000; 0.37755
657.80000; 0.37847
658.80000; 0.37846
659.80000; 0.37913
660.80000; 0.37928
661.80000; 0.38006
662.80000; 0.38008
663.80000; 0.38088
664.80000; 0.38160
665.80000; 0.38304
666.80000; 0.38549
667.80000; 0.38643
