#FILE:                        13WaT18 10 K min N2 15.2.2007.dsu
#FORMAT:                      NETZSCH4                         
#IDENTITY:                    13 WaT18 10 K min N2             
#DECIMAL:                     POINT                            
#SEPARATOR:                   SEMICOLON                        
#MTYPE:                       DSC                              
#INSTRUMENT:                  NETZSCH STA 449C                 
#PROJECT:                     vtt                              
#DATE/TIME:                   15.2.2007 8:12:40                
#CORR. FILE:                  correction 10K min N2 800 C.bsu  
#LABORATORY:                  EO                               
#OPERATOR:                    TL                               
#REMARK:                                                       
#SAMPLE:                      13 WaT18                         
#SAMPLE MASS /mg:             12.798                           
#MATERIAL:                    Empty crucibles                  
#REFERENCE:                   al2o3                            
#REFERENCE MASS /mg:          40.312                           
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                 
#SAMPLE CRUCIBLE MASS /mg:    0.000                            
#REFERENCE CRUCIBLE MASS /mg: 0.000                            
#PROTECTIVE GAS:              N2                               
#PURGE GAS 1:                 air                              
#FLOW RATE 1 /(ml/min):       40                               
#PURGE GAS 2:                                                  
#FLOW RATE 2:                                                  
#DSC RANGE /æm:               5000                             
#TG RANGE /æm:                5000                             
#CORR. CODE:                  020                              
#EXO:                         +1                               
#RANGE:                       20.0/10.00(K/min)/800.0          
#SEGMENT:                     S1/2                             

##Temp./øC;DSC/(mW/mg)
320.01411;     0.72403
321.01411;     0.72362
322.01411;     0.72342
323.01411;     0.72229
324.01411;     0.72137
325.01411;     0.72107
326.01411;     0.71979
327.01411;     0.71936
328.01411;     0.71900
329.01411;     0.71829
330.01411;     0.71739
331.01411;     0.71632
332.01411;     0.71518
333.01411;     0.71369
334.01411;     0.71253
335.01411;     0.71074
336.01411;     0.70896
337.01411;     0.70667
338.01411;     0.70484
339.01411;     0.70193
340.01411;     0.70018
341.01411;     0.69859
342.01411;     0.69528
343.01411;     0.69166
344.01411;     0.68716
345.01411;     0.68221
346.01411;     0.67696
347.01411;     0.66950
348.01411;     0.66295
349.01411;     0.65527
350.01411;     0.64663
351.01411;     0.63633
352.01411;     0.62520
353.01411;     0.61297
354.01411;     0.59793
355.01411;     0.58236
356.01411;     0.56462
357.01411;     0.54623
358.01411;     0.52560
359.01411;     0.50555
360.01411;     0.48312
361.01411;     0.46018
362.01411;     0.43538
363.01411;     0.41139
364.01411;     0.38705
365.01411;     0.36461
366.01411;     0.34310
367.01411;     0.32271
368.01411;     0.30407
369.01411;     0.28867
370.01411;     0.27700
371.01411;     0.26883
372.01411;     0.26494
373.01411;     0.26660
374.01411;     0.27353
375.01411;     0.28515
376.01411;     0.30320
377.01411;     0.32557
378.01411;     0.35306
379.01411;     0.38590
380.01411;     0.42199
381.01411;     0.46104
382.01411;     0.50228
383.01411;     0.54545
384.01411;     0.58858
385.01411;     0.62999
386.01411;     0.66910
387.01411;     0.70609
388.01411;     0.73960
389.01411;     0.76890
390.01411;     0.79410
391.01411;     0.81652
392.01411;     0.83675
393.01411;     0.85232
394.01411;     0.86621
395.01411;     0.87822
396.01411;     0.88877
397.01411;     0.89795
398.01411;     0.90601
399.01411;     0.91251
400.01411;     0.91970
401.01411;     0.92708
402.01411;     0.93345
403.01411;     0.94045
404.01411;     0.94603
405.01411;     0.95250
406.01411;     0.95893
407.01411;     0.96338
408.01411;     0.97030
409.01411;     0.97585
410.01411;     0.98130
411.01411;     0.98719
412.01411;     0.99167
413.01411;     0.99756
414.01411;     1.00284
415.01411;     1.00811
416.01411;     1.01275
417.01411;     1.01718
418.01411;     1.02219
419.01411;     1.02751
420.01411;     1.03092
421.01411;     1.03619
422.01411;     1.04115
423.01411;     1.04596
424.01411;     1.04887
425.01411;     1.05347
426.01411;     1.05724
427.01411;     1.06014
428.01411;     1.06371
429.01411;     1.06710
430.01411;     1.07031
431.01411;     1.07352
432.01411;     1.07712
433.01411;     1.07985
434.01411;     1.08244
435.01411;     1.08547
436.01411;     1.08838
437.01411;     1.09020
438.01411;     1.09255
439.01411;     1.09470
440.01411;     1.09677
441.01411;     1.09878
442.01411;     1.10113
443.01411;     1.10370
444.01411;     1.10591
445.01411;     1.10772
446.01411;     1.11006
447.01411;     1.11163
448.01411;     1.11324
449.01411;     1.11559
450.01411;     1.11775
451.01411;     1.11960
452.01411;     1.12188
453.01411;     1.12423
454.01411;     1.12618
455.01411;     1.12819
456.01411;     1.13073
457.01411;     1.13245
458.01411;     1.13460
459.01411;     1.13641
460.01411;     1.13897
461.01411;     1.14071
462.01411;     1.14340
463.01411;     1.14610
464.01411;     1.14849
465.01411;     1.15128
466.01411;     1.15326
467.01411;     1.15573
468.01411;     1.15845
469.01411;     1.16080
470.01411;     1.16527
471.01411;     1.16750
472.01411;     1.17047
473.01411;     1.17344
474.01411;     1.17686
475.01411;     1.18037
476.01411;     1.18247
477.01411;     1.18536
478.01411;     1.18860
479.01411;     1.19102
480.01411;     1.19452
481.01411;     1.19747
482.01411;     1.20052
483.01411;     1.20362
484.01411;     1.20623
485.01411;     1.20893
486.01411;     1.21273
487.01411;     1.21634
488.01411;     1.21990
489.01411;     1.22350
490.01411;     1.22768
491.01411;     1.23036
492.01411;     1.23387
493.01411;     1.23770
494.01411;     1.24134
495.01411;     1.24495
496.01411;     1.24828
497.01411;     1.25202
498.01411;     1.25569
499.01411;     1.25927
500.01411;     1.26302
501.01411;     1.26648
502.01411;     1.27081
503.01411;     1.27500
504.01411;     1.27884
505.01411;     1.28261
506.01411;     1.28696
507.01411;     1.29104
508.01411;     1.29533
509.01411;     1.29962
510.01411;     1.30384
511.01411;     1.30744
512.01411;     1.31298
513.01411;     1.31744
514.01411;     1.32233
515.01411;     1.32671
516.01411;     1.33095
517.01411;     1.33579
518.01411;     1.34029
519.01411;     1.34482
520.01411;     1.34924
521.01411;     1.35426
522.01411;     1.35924
523.01411;     1.36402
524.01411;     1.36909
525.01411;     1.37382
526.01411;     1.37866
527.01411;     1.38359
528.01411;     1.38827
529.01411;     1.39350
530.01411;     1.39954
531.01411;     1.40429
532.01411;     1.40956
533.01411;     1.41410
534.01411;     1.41959
535.01411;     1.42360
536.01411;     1.43003
537.01411;     1.43501
538.01411;     1.43947
539.01411;     1.44540
540.01411;     1.45214
541.01411;     1.45823
542.01411;     1.46328
543.01411;     1.46923
544.01411;     1.47452
545.01411;     1.48075
546.01411;     1.48572
547.01411;     1.49159
548.01411;     1.49675
549.01411;     1.50407
550.01411;     1.50956
551.01411;     1.51531
552.01411;     1.52167
553.01411;     1.52802
554.01411;     1.53418
555.01411;     1.54012
556.01411;     1.54675
557.01411;     1.55268
558.01411;     1.55868
559.01411;     1.56556
560.01411;     1.57172
561.01411;     1.57872
562.01411;     1.58507
563.01411;     1.59121
564.01411;     1.59733
565.01411;     1.60296
566.01411;     1.60980
567.01411;     1.61576
568.01411;     1.62262
569.01411;     1.63012
570.01411;     1.63638
571.01411;     1.64314
572.01411;     1.64941
573.01411;     1.65633
574.01411;     1.66252
575.01411;     1.67000
576.01411;     1.67574
577.01411;     1.68265
578.01411;     1.68989
579.01411;     1.69765
580.01411;     1.70434
581.01411;     1.71136
582.01411;     1.71767
583.01411;     1.72496
584.01411;     1.73200
585.01411;     1.73960
586.01411;     1.74599
587.01411;     1.75220
588.01411;     1.75829
589.01411;     1.76377
590.01411;     1.77033
591.01411;     1.77596
592.01411;     1.78165
593.01411;     1.78774
594.01411;     1.79420
595.01411;     1.80097
596.01411;     1.80544
597.01411;     1.81331
598.01411;     1.81935
599.01411;     1.82543
600.01411;     1.83123
601.01411;     1.83682
602.01411;     1.84170
603.01411;     1.84687
604.01411;     1.85248
605.01411;     1.85822
606.01411;     1.86301
607.01411;     1.86779
608.01411;     1.87192
609.01411;     1.87605
610.01411;     1.87907
611.01411;     1.88502
612.01411;     1.88902
613.01411;     1.89222
614.01411;     1.89487
615.01411;     1.89792
616.01411;     1.90129
617.01411;     1.90506
618.01411;     1.90831
619.01411;     1.91055
620.01411;     1.91268
621.01411;     1.91494
622.01411;     1.91555
623.01411;     1.91753
624.01411;     1.91940
625.01411;     1.92014
626.01411;     1.92175
627.01411;     1.92085
628.01411;     1.91999
629.01411;     1.91938
630.01411;     1.91940
631.01411;     1.91860
632.01411;     1.91696
633.01411;     1.91502
634.01411;     1.91367
635.01411;     1.91142
636.01411;     1.90898
637.01411;     1.90660
638.01411;     1.90379
639.01411;     1.89934
640.01411;     1.89477
641.01411;     1.89061
642.01411;     1.88696
643.01411;     1.88204
644.01411;     1.87794
645.01411;     1.87291
646.01411;     1.86668
647.01411;     1.86099
648.01411;     1.85347
649.01411;     1.84308
650.01411;     1.83450
651.01411;     1.82971
652.01411;     1.82562
653.01411;     1.81651
654.01411;     1.80803
655.01411;     1.79931
656.01411;     1.78973
657.01411;     1.78189
658.01411;     1.77165
659.01411;     1.76214
660.01411;     1.75146
661.01411;     1.74176
662.01411;     1.73077
663.01411;     1.71786
664.01411;     1.70649
665.01411;     1.69497
666.01411;     1.68259
667.01411;     1.66968
668.01411;     1.65753
669.01411;     1.64193
670.01411;     1.62909
671.01411;     1.61601
672.01411;     1.60370
673.01411;     1.59069
674.01411;     1.57702
675.01411;     1.56404
676.01411;     1.55011
677.01411;     1.53572
678.01411;     1.52146
679.01411;     1.50728
680.01411;     1.49302
681.01411;     1.47745
682.01411;     1.46230
683.01411;     1.44760
684.01411;     1.43305
685.01411;     1.41736
686.01411;     1.40237
687.01411;     1.38681
688.01411;     1.37199
689.01411;     1.35690
690.01411;     1.33998
691.01411;     1.32505
692.01411;     1.30924
693.01411;     1.29264
694.01411;     1.27778
695.01411;     1.26184
696.01411;     1.24595
697.01411;     1.22900
698.01411;     1.21443
699.01411;     1.19891
700.01411;     1.18275
701.01411;     1.16522
702.01411;     1.15001
703.01411;     1.13531
704.01411;     1.11868
705.01411;     1.10372
706.01411;     1.08847
707.01411;     1.07456
708.01411;     1.05907
709.01411;     1.04115
710.01411;     1.02587
711.01411;     1.01105
712.01411;     0.99633
713.01411;     0.98202
714.01411;     0.96743
715.01411;     0.95383
716.01411;     0.93904
717.01411;     0.92670
718.01411;     0.91501
719.01411;     0.90112
720.01411;     0.88825
721.01411;     0.87444
722.01411;     0.86252
723.01411;     0.85011
724.01411;     0.83831
725.01411;     0.82570
726.01411;     0.81395
727.01411;     0.80456
728.01411;     0.79525
729.01411;     0.78313
730.01411;     0.77381
731.01411;     0.76440
732.01411;     0.75361
733.01411;     0.74390
734.01411;     0.73511
735.01411;     0.72509
736.01411;     0.71635
737.01411;     0.71054
738.01411;     0.70443
739.01411;     0.68977
740.01411;     0.73154
741.01411;     0.69202
742.01411;     0.66090
743.01411;     0.63831
744.01411;     0.61843
745.01411;     0.60518
746.01411;     0.59470
747.01411;     0.58783
748.01411;     0.57982
749.01411;     0.57723
750.01411;     0.57210
751.01411;     0.57002
752.01411;     0.56539
753.01411;     0.56041
754.01411;     0.55465
755.01411;     0.54530
756.01411;     0.54137
757.01411;     0.53889
758.01411;     0.53687
759.01411;     0.53589
760.01411;     0.53654
761.01411;     0.53962
762.01411;     0.54243
763.01411;     0.54593
764.01411;     0.55102
765.01411;     0.55521
766.01411;     0.56076
767.01411;     0.56314
768.01411;     0.56630
769.01411;     0.57264
770.01411;     0.57289
771.01411;     0.57629
772.01411;     0.57949
773.01411;     0.58337
774.01411;     0.58775
775.01411;     0.58931
776.01411;     0.59523
777.01411;     0.60162
778.01411;     0.60641
779.01411;     0.61322
780.01411;     0.61836
781.01411;     0.63252
782.01411;     0.64696
783.01411;     0.65919
784.01411;     0.66374
785.01411;     0.66880
786.01411;     0.67295
787.01411;     0.67848
788.01411;     0.68394
789.01411;     0.69194
790.01411;     0.69777
791.01411;     0.70205
792.01411;     0.71109
793.01411;     0.73867
794.01411;     0.74316
795.01411;     0.74920
796.01411;     0.75192
797.01411;     0.75696
