#FILE:                        13WaT18 20 K min N2 7.2.2007.dsu
#FORMAT:                      NETZSCH4                        
#IDENTITY:                    13WaT18 20 K min N2             
#DECIMAL:                     POINT                           
#SEPARATOR:                   SEMICOLON                       
#MTYPE:                       DSC                             
#INSTRUMENT:                  NETZSCH STA 449C                
#PROJECT:                     vtt                             
#DATE/TIME:                   7.2.2007 14:10:03               
#CORR. FILE:                  correction 20K min N2 800 C.bsu 
#LABORATORY:                  EO                              
#OPERATOR:                    TL                              
#REMARK:                                                      
#SAMPLE:                      13WaT18                         
#SAMPLE MASS /mg:             12.208                          
#MATERIAL:                    Empty crucibles                 
#REFERENCE:                   al2o3                           
#REFERENCE MASS /mg:          40.312                          
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                
#SAMPLE CRUCIBLE MASS /mg:    0.000                           
#REFERENCE CRUCIBLE MASS /mg: 0.000                           
#PROTECTIVE GAS:              N2                              
#PURGE GAS 1:                 air                             
#FLOW RATE 1 /(ml/min):       40                              
#PURGE GAS 2:                                                 
#FLOW RATE 2:                                                 
#DSC RANGE /æm:               5000                            
#TG RANGE /æm:                5000                            
#CORR. CODE:                  020                             
#EXO:                         +1                              
#RANGE:                       20.0/20.00(K/min)/800.0         
#SEGMENT:                     S1/2                            

##Temp./øC;DSC/(mW/mg)
224.05544;     0.79801
225.05544;     0.80379
226.05544;     0.80811
227.05544;     0.81266
228.05544;     0.81715
229.05544;     0.82160
230.05544;     0.82565
231.05544;     0.82939
232.05544;     0.83209
233.05544;     0.83484
234.05544;     0.83714
235.05544;     0.83912
236.05544;     0.83962
237.05544;     0.83780
238.05544;     0.83702
239.05544;     0.83596
240.05544;     0.83534
241.05544;     0.83363
242.05544;     0.83274
243.05544;     0.83077
244.05544;     0.83029
245.05544;     0.83083
246.05544;     0.83366
247.05544;     0.83995
248.05544;     0.85102
249.05544;     0.86122
250.05544;     0.87244
251.05544;     0.88532
252.05544;     0.89789
253.05544;     0.91061
254.05544;     0.92355
255.05544;     0.93567
256.05544;     0.94833
257.05544;     0.95912
258.05544;     0.96972
259.05544;     0.97906
260.05544;     0.98847
261.05544;     0.99715
262.05544;     1.00608
263.05544;     1.01320
264.05544;     1.02057
265.05544;     1.02714
266.05544;     1.03326
267.05544;     1.03871
268.05544;     1.04575
269.05544;     1.05235
270.05544;     1.05888
271.05544;     1.06676
272.05544;     1.07392
273.05544;     1.08152
274.05544;     1.08813
275.05544;     1.09436
276.05544;     1.09969
277.05544;     1.10533
278.05544;     1.11108
279.05544;     1.11580
280.05544;     1.12046
281.05544;     1.12538
282.05544;     1.12932
283.05544;     1.13295
284.05544;     1.13666
285.05544;     1.13930
286.05544;     1.14287
287.05544;     1.14579
288.05544;     1.14890
289.05544;     1.15089
290.05544;     1.15311
291.05544;     1.15525
292.05544;     1.15731
293.05544;     1.15873
294.05544;     1.16016
295.05544;     1.16034
296.05544;     1.16110
297.05544;     1.16081
298.05544;     1.15910
299.05544;     1.15768
300.05544;     1.15536
301.05544;     1.15143
302.05544;     1.14949
303.05544;     1.14746
304.05544;     1.14612
305.05544;     1.14628
306.05544;     1.14799
307.05544;     1.14991
308.05544;     1.15244
309.05544;     1.15568
310.05544;     1.15846
311.05544;     1.16208
312.05544;     1.16425
313.05544;     1.16793
314.05544;     1.17061
315.05544;     1.17305
316.05544;     1.17470
317.05544;     1.17706
318.05544;     1.17750
319.05544;     1.17948
320.05544;     1.17962
321.05544;     1.17880
322.05544;     1.17838
323.05544;     1.17603
324.05544;     1.17446
325.05544;     1.17323
326.05544;     1.17091
327.05544;     1.16846
328.05544;     1.16729
329.05544;     1.16455
330.05544;     1.16197
331.05544;     1.15981
332.05544;     1.15740
333.05544;     1.15539
334.05544;     1.15233
