#FILE:                        13WaT18 10 K min air 14.2.07.dsu
#FORMAT:                      NETZSCH4                        
#IDENTITY:                    13 WaT18 10 K min air           
#DECIMAL:                     POINT                           
#SEPARATOR:                   SEMICOLON                       
#MTYPE:                       TG                              
#INSTRUMENT:                  NETZSCH STA 449C                
#PROJECT:                     vtt                             
#DATE/TIME:                   14.2.2007 8:09:24               
#CORR. FILE:                  correction 10Kmin air 800 C.bsu 
#LABORATORY:                  EO                              
#OPERATOR:                    TL                              
#REMARK:                                                      
#SAMPLE:                      13 WaT18                        
#SAMPLE MASS /mg:             11.943                          
#MATERIAL:                    Empty crucibles                 
#REFERENCE:                   al2o3                           
#REFERENCE MASS /mg:          40.312                          
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                
#SAMPLE CRUCIBLE MASS /mg:    0.000                           
#REFERENCE CRUCIBLE MASS /mg: 0.000                           
#PROTECTIVE GAS:              N2                              
#PURGE GAS 1:                 air                             
#FLOW RATE 1 /(ml/min):       40                              
#PURGE GAS 2:                                                 
#FLOW RATE 2:                                                 
#DSC RANGE /æm:               5000                            
#TG RANGE /æm:                5000                            
#CORR. CODE:                  020                             
#EXO:                         +1                              
#RANGE:                       20.0/10.00(K/min)/800.0         
#SEGMENT:                     S1/1                            

##Temp./øC;Mass/%
497.25233; 3.0126e-002
498.25233; 3.1240e-002
499.25233; 3.2656e-002
500.25233; 3.5316e-002
501.25233; 3.6012e-002
502.25233; 3.6843e-002
503.25233; 3.7735e-002
504.25233; 3.8474e-002
505.25233; 3.8519e-002
506.25233; 3.9351e-002
507.25233; 4.0160e-002
508.25233; 4.0189e-002
509.25233; 4.0937e-002
510.25233; 4.3521e-002
511.25233; 4.5826e-002
512.25233; 4.6905e-002
513.25233; 4.8960e-002
514.25233; 4.9405e-002
515.25233; 4.9024e-002
516.25233; 5.0183e-002
517.25233; 5.3264e-002
518.25233; 5.4344e-002
519.25233; 5.5713e-002
520.25233; 5.5231e-002
521.25233; 5.6147e-002
522.25233; 5.6955e-002
523.25233; 5.6843e-002
524.25233; 5.9727e-002
525.25233; 6.2831e-002
526.25233; 6.4698e-002
527.25233; 6.6961e-002
528.25233; 6.6945e-002
529.25233; 6.6123e-002
530.25233; 6.7995e-002
531.25233; 6.8693e-002
532.25233; 6.7787e-002
533.25233; 7.0489e-002
534.25233; 7.1177e-002
535.25233; 7.2865e-002
536.25233; 7.2832e-002
537.25233; 7.4511e-002
538.25233; 7.5356e-002
539.25233; 7.6196e-002
540.25233; 7.6194e-002
541.25233; 7.6194e-002
542.25233; 7.6195e-002
543.25233; 7.7871e-002
544.25233; 7.8708e-002
545.25233; 8.1218e-002
546.25233; 8.4495e-002
547.25233; 8.7022e-002
548.25233; 8.9486e-002
549.25233; 8.9543e-002
550.25233; 9.0377e-002
551.25233; 9.1196e-002
552.25233; 9.1855e-002
553.25233; 9.3571e-002
554.25233; 9.4629e-002
555.25233; 9.4613e-002
556.25233; 9.3425e-002
557.25233; 9.2427e-002
558.25233; 9.0990e-002
559.25233; 9.2148e-002
560.25233; 9.0438e-002
561.25233; 9.0898e-002
562.25233; 9.1270e-002
563.25233; 9.1707e-002
564.25233; 9.1664e-002
565.25233; 9.0436e-002
566.25233; 9.1682e-002
567.25233; 9.2101e-002
568.25233; 9.2987e-002
569.25233; 9.4617e-002
570.25233; 9.3784e-002
571.25233; 9.3820e-002
572.25233; 9.1964e-002
573.25233; 8.8720e-002
574.25233; 8.9015e-002
575.25233; 9.0432e-002
576.25233; 9.2355e-002
577.25233; 9.3965e-002
578.25233; 9.4574e-002
579.25233; 9.5288e-002
580.25233; 9.4618e-002
581.25233; 9.5700e-002
582.25233; 9.8818e-002
583.25233; 9.7865e-002
584.25233; 9.7124e-002
585.25233; 9.7080e-002
586.25233;     0.10219
587.25233;     0.10301
588.25233;     0.10211
589.25233; 9.9622e-002
590.25233; 9.9670e-002
591.25233;     0.10130
592.25233;     0.10049
593.25233;     0.10216
594.25233;     0.11053
595.25233;     0.11219
596.25233;     0.11220
597.25233;     0.11302
598.25233;     0.11303
599.25233;     0.11303
600.25233;     0.11224
601.25233;     0.11059
602.25233;     0.10801
603.25233;     0.10952
604.25233;     0.11120
605.25233;     0.11138
606.25233;     0.11203
607.25233;     0.11218
608.25233;     0.11602
609.25233;     0.11870
610.25233;     0.12115
611.25233;     0.12113
612.25233;     0.11814
613.25233;     0.11667
614.25233;     0.11691
615.25233;     0.11810
616.25233;     0.11888
617.25233;     0.11777
618.25233;     0.11730
619.25233;     0.11592
620.25233;     0.11548
621.25233;     0.11676
622.25233;     0.11805
623.25233;     0.11637
624.25233;     0.11551
625.25233;     0.11721
626.25233;     0.11522
627.25233;     0.10222
628.25233; 9.9626e-002
629.25233; 9.7609e-002
630.25233; 9.6310e-002
631.25233; 9.5556e-002
632.25233; 9.4617e-002
633.25233; 9.3746e-002
634.25233; 9.3781e-002
635.25233; 9.2953e-002
636.25233; 9.1212e-002
637.25233; 9.2170e-002
638.25233; 9.1186e-002
639.25233; 9.0985e-002
640.25233; 9.0446e-002
641.25233; 9.1546e-002
642.25233; 9.2978e-002
643.25233; 9.0400e-002
644.25233; 9.0501e-002
645.25233; 9.0338e-002
646.25233; 9.5105e-002
647.25233; 9.5801e-002
648.25233; 9.1943e-002
649.25233; 8.7049e-002
650.25233; 8.5174e-002
651.25233; 8.3662e-002
652.25233; 8.6243e-002
653.25233; 8.5373e-002
654.25233; 8.6301e-002
655.25233; 8.3621e-002
656.25233; 7.9614e-002
657.25233; 8.1100e-002
658.25233; 8.0313e-002
659.25233; 7.7043e-002
660.25233; 7.4378e-002
661.25233; 7.0339e-002
662.25233; 6.5203e-002
663.25233; 6.1963e-002
664.25233; 6.0256e-002
665.25233; 5.9338e-002
666.25233; 5.1756e-002
667.25233; 4.6824e-002
668.25233; 4.5223e-002
669.25233; 4.2653e-002
670.25233; 3.6781e-002
671.25233; 3.5088e-002
672.25233; 3.2612e-002
673.25233; 3.3496e-002
674.25233; 3.5215e-002
675.25233; 3.6831e-002
676.25233; 3.1802e-002
677.25233; 3.0125e-002
678.25233; 2.8468e-002
679.25233; 2.7608e-002
680.25233; 2.6790e-002
681.25233; 2.4278e-002
682.25233; 2.5957e-002
683.25233; 2.5112e-002
684.25233; 2.2618e-002
685.25233; 2.0913e-002
686.25233; 2.1810e-002
687.25233; 1.9316e-002
688.25233; 1.5162e-002
689.25233; 1.0945e-002
690.25233; 1.0889e-002
691.25233; 1.1716e-002
692.25233; 1.0986e-002
693.25233; 1.2287e-002
694.25233; 1.5912e-002
695.25233; 1.4392e-002
696.25233; 1.2478e-002
697.25233; 1.0935e-002
698.25233; 1.0053e-002
699.25233; 1.3131e-002
700.25233; 1.5075e-002
701.25233; 1.5093e-002
702.25233; 1.5060e-002
703.25233; 1.4200e-002
704.25233; 1.2695e-002
705.25233; 1.1940e-002
706.25233; 1.0231e-002
707.25233; 1.0036e-002
708.25233; 9.0954e-003
709.25233; 9.4938e-003
710.25233; 9.1821e-003
711.25233; 9.2367e-003
712.25233; 9.1921e-003
713.25233; 7.9263e-003
714.25233; 5.3834e-003
715.25233; 3.0105e-003
716.25233; 5.1084e-003
717.25233; 5.0633e-003
718.25233; 5.7531e-003
719.25233; 6.2358e-003
720.25233; 4.5470e-003
721.25233; 2.8945e-003
722.25233; 2.1650e-003
723.25233; 9.0564e-004
724.25233; 1.3006e-003
725.25233; 3.7777e-003
726.25233; 5.3964e-003
727.25233; 7.5865e-003
728.25233; 5.3943e-003
729.25233; 5.9315e-003
730.25233; 4.9517e-003
731.25233; 5.8424e-003
732.25233; 5.0458e-003
733.25233; 5.7610e-003
734.25233; 5.4255e-003
735.25233; 4.6911e-003
736.25233; 3.9820e-003
737.25233; 2.1646e-003
738.25233; 5.0353e-003
739.25233; 5.8659e-003
740.25233; 5.8457e-003
741.25233; 4.8033e-003
742.25233; 2.0283e-003
743.25233;-5.5325e-004
744.25233; 1.8934e-006
745.25233;-2.6488e-003
746.25233; 3.2433e-005
747.25233; 6.4678e-004
748.25233;-1.0334e-003
749.25233;-2.2651e-003
750.25233;-7.7345e-004
751.25233;-1.8443e-003
752.25233;-3.2073e-003
753.25233;-3.4236e-003
754.25233;-4.8187e-004
755.25233;-1.2345e-003
756.25233;-2.4619e-003
757.25233;-4.1881e-003
758.25233;-6.0344e-003
759.25233;-6.8716e-003
760.25233;-7.3374e-003
761.25233;-7.5402e-003
762.25233;-6.5630e-003
763.25233;-5.1656e-003
764.25233;-6.8989e-003
765.25233;-8.5308e-003
766.25233;-8.3427e-003
767.25233;-9.2968e-003
768.25233;-1.0047e-002
769.25233;-9.3116e-003
770.25233;-1.1750e-002
771.25233;-1.1715e-002
772.25233;-9.9676e-003
773.25233;-7.4360e-003
774.25233;-6.7037e-003
775.25233;-8.4073e-003
776.25233;-1.0906e-002
777.25233;-1.4254e-002
778.25233;-1.4213e-002
779.25233;-1.8429e-002
780.25233;-1.7572e-002
781.25233;-1.8467e-002
782.25233;-1.8421e-002
783.25233;-1.7575e-002
784.25233;-1.9309e-002
785.25233;-2.2630e-002
786.25233;-2.4304e-002
787.25233;-2.6800e-002
788.25233;-2.5940e-002
789.25233;-2.2574e-002
790.25233;-2.1787e-002
791.25233;-2.1760e-002
792.25233;-2.0093e-002
793.25233;-2.0929e-002
794.25233;-2.2609e-002
795.25233;-2.4277e-002
796.25233;-2.4316e-002
