#FILE:                        13WaT18 2 K min air 14.2.07.dsu
#FORMAT:                      NETZSCH4                       
#IDENTITY:                    13 WaT18 2 K min air           
#DECIMAL:                     POINT                          
#SEPARATOR:                   SEMICOLON                      
#MTYPE:                       TG                             
#INSTRUMENT:                  NETZSCH STA 449C               
#PROJECT:                     vtt                            
#DATE/TIME:                   14.2.2007 13:56:34             
#CORR. FILE:                  correction 2Kmin air 800 C.bsu 
#LABORATORY:                  EO                             
#OPERATOR:                    TL                             
#REMARK:                                                     
#SAMPLE:                      13 WaT18                       
#SAMPLE MASS /mg:             12.524                         
#MATERIAL:                    Empty crucibles                
#REFERENCE:                   al2o3                          
#REFERENCE MASS /mg:          40.312                         
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3               
#SAMPLE CRUCIBLE MASS /mg:    0.000                          
#REFERENCE CRUCIBLE MASS /mg: 0.000                          
#PROTECTIVE GAS:              N2                             
#PURGE GAS 1:                 air                            
#FLOW RATE 1 /(ml/min):       40                             
#PURGE GAS 2:                                                
#FLOW RATE 2:                                                
#DSC RANGE /æm:               5000                           
#TG RANGE /æm:                5000                           
#CORR. CODE:                  020                            
#EXO:                         +1                             
#RANGE:                       20.0/2.00(K/min)/800.0         
#SEGMENT:                     S1/1                           

##Temp./øC;Mass/%
259.45900; 85.35610
260.45900; 84.72075
261.45900; 84.07770
262.45900; 83.40446
263.45900; 82.74075
264.45900; 82.06608
265.45900; 81.39319
266.45900; 80.70174
267.45900; 80.03418
268.45900; 79.36017
269.45900; 78.68356
270.45900; 77.99961
271.45900; 77.33570
272.45900; 76.65861
273.45900; 75.99097
274.45900; 75.31723
275.45900; 74.64171
276.45900; 73.96998
277.45900; 73.28476
278.45900; 72.60726
279.45900; 71.91264
280.45900; 71.20458
281.45900; 70.50249
282.45900; 69.76872
283.45900; 69.02906
284.45900; 68.26196
285.45900; 67.46741
286.45900; 66.64904
287.45900; 65.78601
288.45900; 64.89161
289.45900; 63.94115
290.45900; 62.91908
291.45900; 61.81578
292.45900; 60.58907
293.45900; 59.27879
294.45900; 57.72673
295.45900; 56.00899
296.45900; 54.11606
297.45900; 51.96280
298.45900; 49.46868
299.45900; 46.77144
300.45900; 43.64686
301.45900; 40.02791
302.45900; 38.40198
303.45900; 37.45036
304.45900; 36.71795
305.45900; 36.09987
306.45900; 35.52788
307.45900; 34.99949
308.45900; 34.49869
309.45900; 34.02984
310.45900; 33.59283
311.45900; 33.17456
312.45900; 32.77433
313.45900; 32.39227
314.45900; 32.03514
315.45900; 31.68596
316.45900; 31.34925
317.45900; 31.03007
318.45900; 30.72372
319.45900; 30.42158
320.45900; 30.12988
321.45900; 29.84777
322.45900; 29.57459
323.45900; 29.30464
324.45900; 29.04279
325.45900; 28.79199
326.45900; 28.54612
327.45900; 28.30427
328.45900; 28.06929
329.45900; 27.84167
330.45900; 27.61469
331.45900; 27.38828
332.45900; 27.16859
333.45900; 26.95443
334.45900; 26.74520
335.45900; 26.53955
336.45900; 26.33170
337.45900; 26.12926
338.45900; 25.92995
339.45900; 25.72998
340.45900; 25.53355
341.45900; 25.34474
342.45900; 25.15898
343.45900; 24.97046
344.45900; 24.78856
345.45900; 24.60754
346.45900; 24.42947
347.45900; 24.24452
348.45900; 24.07268
349.45900; 23.89303
350.45900; 23.72225
351.45900; 23.54030
352.45900; 23.36647
353.45900; 23.19462
354.45900; 23.02354
355.45900; 22.84702
356.45900; 22.67095
357.45900; 22.50334
358.45900; 22.33213
359.45900; 22.15612
360.45900; 21.98304
361.45900; 21.81252
362.45900; 21.63663
363.45900; 21.46381
364.45900; 21.28931
365.45900; 21.12179
366.45900; 20.94924
367.45900; 20.77827
368.45900; 20.59945
369.45900; 20.42014
370.45900; 20.24537
371.45900; 20.07144
372.45900; 19.89431
373.45900; 19.71230
374.45900; 19.52872
375.45900; 19.34896
376.45900; 19.17049
377.45900; 18.98229
378.45900; 18.79796
379.45900; 18.60962
380.45900; 18.41868
381.45900; 18.22443
382.45900; 18.02964
383.45900; 17.83320
384.45900; 17.63133
385.45900; 17.42887
386.45900; 17.22580
387.45900; 17.01542
388.45900; 16.79985
389.45900; 16.59267
390.45900; 16.37375
391.45900; 16.14645
392.45900; 15.91890
393.45900; 15.68909
394.45900; 15.45545
395.45900; 15.21144
396.45900; 14.96173
397.45900; 14.70842
398.45900; 14.44229
399.45900; 14.17095
400.45900; 13.89639
401.45900; 13.60935
402.45900; 13.31450
403.45900; 13.01396
404.45900; 12.69859
405.45900; 12.36821
406.45900; 12.02368
407.45900; 11.66875
408.45900; 11.29298
409.45900; 10.90741
410.45900; 10.48646
411.45900; 10.04068
412.45900;  9.55824
413.45900;  9.02775
414.45900;  8.48904
415.45900;  8.04065
416.45900;  5.47240
417.45900;  3.22762
418.45900; -0.61386
419.45900; -0.67475
420.45900; -0.71520
421.45900; -0.74192
422.45900; -0.77423
423.45900; -0.79654
424.45900; -0.83059
425.45900; -0.85488
426.45900; -0.87769
427.45900; -0.89760
428.45900; -0.91675
429.45900; -0.93114
430.45900; -0.94622
431.45900; -0.95414
432.45900; -0.96264
433.45900; -0.96674
434.45900; -0.97144
435.45900; -0.96984
436.45900; -0.97202
437.45900; -0.97174
438.45900; -0.97489
439.45900; -0.97527
440.45900; -0.97326
441.45900; -0.97701
442.45900; -0.97421
443.45900; -0.97494
444.45900; -0.97172
445.45900; -0.96702
446.45900; -0.96933
447.45900; -0.96918
448.45900; -0.97110
449.45900; -0.96747
450.45900; -0.96935
451.45900; -0.96769
452.45900; -0.96937
453.45900; -0.96812
454.45900; -0.96721
455.45900; -0.96976
456.45900; -0.96711
457.45900; -0.96760
458.45900; -0.97196
459.45900; -0.96853
460.45900; -0.96970
461.45900; -0.96955
462.45900; -0.96932
463.45900; -0.97010
464.45900; -0.97252
465.45900; -0.97409
466.45900; -0.97494
467.45900; -0.97570
468.45900; -0.97575
469.45900; -0.97812
470.45900; -0.98050
471.45900; -0.97893
472.45900; -0.98133
473.45900; -0.98055
474.45900; -0.98132
475.45900; -0.97829
476.45900; -0.97735
477.45900; -0.97595
478.45900; -0.97800
479.45900; -0.97735
480.45900; -0.97482
481.45900; -0.97757
482.45900; -0.97733
483.45900; -0.97610
484.45900; -0.97786
485.45900; -0.97269
486.45900; -0.97813
487.45900; -0.97871
488.45900; -0.97984
489.45900; -0.98367
490.45900; -0.98292
491.45900; -0.97971
492.45900; -0.98008
493.45900; -0.98132
494.45900; -0.98411
495.45900; -0.98553
496.45900; -0.98537
497.45900; -0.98897
498.45900; -0.99174
499.45900; -0.98573
500.45900; -0.98481
501.45900; -0.98362
502.45900; -0.99002
503.45900; -0.99254
504.45900; -0.99178
505.45900; -0.99088
506.45900; -0.99294
507.45900; -0.98967
508.45900; -0.99468
509.45900; -0.99331
510.45900; -0.99417
511.45900; -0.99266
512.45900; -0.99495
513.45900; -0.99307
514.45900; -0.99194
515.45900; -0.99351
516.45900; -0.99663
517.45900; -0.99894
518.45900; -0.99918
519.45900; -1.00260
520.45900; -1.00293
521.45900; -1.00281
522.45900; -1.00362
523.45900; -1.00441
524.45900; -1.00607
525.45900; -1.00545
526.45900; -1.00199
527.45900; -1.00333
528.45900; -1.00387
529.45900; -1.00186
530.45900; -1.00231
531.45900; -1.00448
532.45900; -1.01167
533.45900; -1.01061
534.45900; -1.01158
535.45900; -1.00923
536.45900; -1.00961
537.45900; -1.01108
538.45900; -1.01167
539.45900; -1.01645
540.45900; -1.01668
541.45900; -1.02030
542.45900; -1.01952
543.45900; -1.01881
544.45900; -1.02112
545.45900; -1.02207
546.45900; -1.02209
547.45900; -1.02441
548.45900; -1.02689
549.45900; -1.02943
550.45900; -1.03419
551.45900; -1.03389
552.45900; -1.02775
553.45900; -1.02941
554.45900; -1.03341
555.45900; -1.03401
556.45900; -1.03709
557.45900; -1.03648
558.45900; -1.03722
559.45900; -1.03632
560.45900; -1.03872
561.45900; -1.03881
562.45900; -1.04113
563.45900; -1.04355
564.45900; -1.04191
565.45900; -1.04440
566.45900; -1.04679
567.45900; -1.04841
568.45900; -1.04917
569.45900; -1.04755
570.45900; -1.04683
571.45900; -1.04599
572.45900; -1.04681
573.45900; -1.04923
574.45900; -1.05078
575.45900; -1.05319
576.45900; -1.05637
577.45900; -1.05554
578.45900; -1.05634
579.45900; -1.05640
580.45900; -1.06036
581.45900; -1.05789
582.45900; -1.06027
583.45900; -1.06116
584.45900; -1.06107
585.45900; -1.06274
586.45900; -1.06506
587.45900; -1.05963
588.45900; -1.06511
589.45900; -1.06981
590.45900; -1.06522
591.45900; -1.06909
592.45900; -1.07394
593.45900; -1.06997
594.45900; -1.06763
595.45900; -1.06826
596.45900; -1.07005
597.45900; -1.07664
598.45900; -1.07474
599.45900; -1.07806
600.45900; -1.07940
601.45900; -1.07885
602.45900; -1.08165
603.45900; -1.08521
604.45900; -1.09030
605.45900; -1.09227
606.45900; -1.09372
607.45900; -1.09908
608.45900; -1.10237
609.45900; -1.10980
610.45900; -1.11251
611.45900; -1.12076
612.45900; -1.12444
613.45900; -1.12784
614.45900; -1.13330
615.45900; -1.13384
616.45900; -1.13525
617.45900; -1.13508
618.45900; -1.13401
619.45900; -1.14243
620.45900; -1.14044
621.45900; -1.14029
622.45900; -1.14042
623.45900; -1.13764
624.45900; -1.13927
625.45900; -1.13948
626.45900; -1.13969
627.45900; -1.14061
628.45900; -1.14552
629.45900; -1.14458
630.45900; -1.14248
631.45900; -1.14766
632.45900; -1.14239
633.45900; -1.14693
634.45900; -1.14696
635.45900; -1.14978
636.45900; -1.14825
637.45900; -1.15075
638.45900; -1.14937
639.45900; -1.15090
640.45900; -1.14894
641.45900; -1.15300
642.45900; -1.14889
643.45900; -1.15054
644.45900; -1.14882
645.45900; -1.15214
646.45900; -1.15500
647.45900; -1.15381
648.45900; -1.15379
649.45900; -1.15462
650.45900; -1.15539
651.45900; -1.15547
652.45900; -1.15303
653.45900; -1.15528
654.45900; -1.15428
655.45900; -1.15219
656.45900; -1.15209
657.45900; -1.15914
658.45900; -1.15779
659.45900; -1.15342
660.45900; -1.15939
661.45900; -1.16342
662.45900; -1.16304
663.45900; -1.15850
664.45900; -1.15898
665.45900; -1.16384
666.45900; -1.16177
667.45900; -1.16348
668.45900; -1.16331
669.45900; -1.16418
670.45900; -1.16372
671.45900; -1.16381
672.45900; -1.16734
673.45900; -1.16729
674.45900; -1.16337
675.45900; -1.16330
676.45900; -1.16453
677.45900; -1.16535
678.45900; -1.16518
679.45900; -1.16501
680.45900; -1.16735
681.45900; -1.16649
682.45900; -1.16341
683.45900; -1.16158
684.45900; -1.16534
685.45900; -1.16495
686.45900; -1.16683
687.45900; -1.16225
688.45900; -1.16176
689.45900; -1.16943
690.45900; -1.16919
691.45900; -1.16462
692.45900; -1.16978
693.45900; -1.16730
694.45900; -1.16878
695.45900; -1.17035
696.45900; -1.16755
697.45900; -1.17108
698.45900; -1.17355
699.45900; -1.17107
700.45900; -1.17131
701.45900; -1.17533
702.45900; -1.17474
703.45900; -1.17692
704.45900; -1.17536
705.45900; -1.17519
706.45900; -1.17474
707.45900; -1.17537
708.45900; -1.17882
709.45900; -1.17760
710.45900; -1.17562
711.45900; -1.17538
712.45900; -1.17546
713.45900; -1.18117
714.45900; -1.18165
715.45900; -1.18194
716.45900; -1.18397
717.45900; -1.18342
718.45900; -1.18334
719.45900; -1.18563
720.45900; -1.18594
721.45900; -1.18884
722.45900; -1.18440
723.45900; -1.18876
724.45900; -1.18819
725.45900; -1.18821
726.45900; -1.19212
727.45900; -1.18970
728.45900; -1.19131
729.45900; -1.19295
730.45900; -1.19443
731.45900; -1.19059
732.45900; -1.19223
733.45900; -1.19114
734.45900; -1.19464
735.45900; -1.19355
736.45900; -1.19855
737.45900; -1.19680
738.45900; -1.19610
739.45900; -1.19369
740.45900; -1.19378
741.45900; -1.19458
742.45900; -1.19291
743.45900; -1.19369
744.45900; -1.19516
745.45900; -1.19774
746.45900; -1.19679
747.45900; -1.19297
748.45900; -1.19920
749.45900; -1.20245
750.45900; -1.20088
751.45900; -1.20088
752.45900; -1.20090
753.45900; -1.21050
754.45900; -1.20886
755.45900; -1.20728
756.45900; -1.20889
757.45900; -1.20568
758.45900; -1.20807
759.45900; -1.20646
760.45900; -1.20410
761.45900; -1.21207
762.45900; -1.21047
763.45900; -1.21127
764.45900; -1.20968
765.45900; -1.20808
766.45900; -1.20808
767.45900; -1.20809
768.45900; -1.21127
769.45900; -1.20811
770.45900; -1.20887
771.45900; -1.21446
772.45900; -1.21365
773.45900; -1.21371
774.45900; -1.21365
775.45900; -1.21292
776.45900; -1.21365
777.45900; -1.21686
778.45900; -1.21287
779.45900; -1.21528
780.45900; -1.22075
781.45900; -1.21851
782.45900; -1.21606
783.45900; -1.21524
784.45900; -1.22010
785.45900; -1.21928
786.45900; -1.21766
787.45900; -1.21688
788.45900; -1.21846
789.45900; -1.21927
790.45900; -1.21932
791.45900; -1.22166
792.45900; -1.21686
793.45900; -1.21447
794.45900; -1.21845
795.45900; -1.22002
796.45900; -1.22081
797.45900; -1.22726
798.45900; -1.22875
