#FILE:                        13WaT18 5 K min N2 16.2.2007.dsu
#FORMAT:                      NETZSCH4                        
#IDENTITY:                    13 WaT18 5 K min N2             
#DECIMAL:                     POINT                           
#SEPARATOR:                   SEMICOLON                       
#MTYPE:                       DSC                             
#INSTRUMENT:                  NETZSCH STA 449C                
#PROJECT:                     vtt                             
#DATE/TIME:                   16.2.2007 7:57:49               
#CORR. FILE:                  correction 5K min N2 800 C.bsu  
#LABORATORY:                  EO                              
#OPERATOR:                    TL                              
#REMARK:                                                      
#SAMPLE:                      13 WaT18                        
#SAMPLE MASS /mg:             11.322                          
#MATERIAL:                    Empty crucibles                 
#REFERENCE:                   al2o3                           
#REFERENCE MASS /mg:          40.312                          
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                
#SAMPLE CRUCIBLE MASS /mg:    0.000                           
#REFERENCE CRUCIBLE MASS /mg: 0.000                           
#PROTECTIVE GAS:              N2                              
#PURGE GAS 1:                 air                             
#FLOW RATE 1 /(ml/min):       40                              
#PURGE GAS 2:                                                 
#FLOW RATE 2:                                                 
#DSC RANGE /æm:               5000                            
#TG RANGE /æm:                5000                            
#CORR. CODE:                  020                             
#EXO:                         +1                              
#RANGE:                       20.0/5.00(K/min)/800.0          
#SEGMENT:                     S1/2                            

##Temp./øC;DSC/(mW/mg)
609.04100;     1.11839
610.04100;     1.11459
611.04100;     1.11036
612.04100;     1.10702
613.04100;     1.10192
614.04100;     1.09781
615.04100;     1.09230
616.04100;     1.08745
617.04100;     1.08242
618.04100;     1.07720
619.04100;     1.07244
620.04100;     1.06645
621.04100;     1.06022
622.04100;     1.05620
623.04100;     1.05120
624.04100;     1.04525
625.04100;     1.04022
626.04100;     1.03323
627.04100;     1.02738
628.04100;     1.02050
629.04100;     1.01257
630.04100;     1.00533
631.04100;     1.00325
632.04100;     1.00122
633.04100;     0.99587
634.04100;     0.99046
635.04100;     0.98482
636.04100;     0.97898
637.04100;     0.97244
638.04100;     0.96557
639.04100;     0.95886
640.04100;     0.95130
641.04100;     0.94558
642.04100;     0.93803
643.04100;     0.93265
644.04100;     0.92554
645.04100;     0.91953
646.04100;     0.91463
647.04100;     0.90788
648.04100;     0.90178
649.04100;     0.89672
650.04100;     0.88986
651.04100;     0.88423
652.04100;     0.87807
653.04100;     0.87202
654.04100;     0.86649
655.04100;     0.86059
656.04100;     0.85531
657.04100;     0.85019
658.04100;     0.84507
659.04100;     0.84103
660.04100;     0.83461
661.04100;     0.83032
662.04100;     0.82663
663.04100;     0.82264
664.04100;     0.81813
665.04100;     0.81478
666.04100;     0.81110
667.04100;     0.80869
668.04100;     0.80471
669.04100;     0.80163
670.04100;     0.79781
671.04100;     0.79496
672.04100;     0.79328
673.04100;     0.79066
674.04100;     0.78725
675.04100;     0.78624
676.04100;     0.78402
677.04100;     0.78383
678.04100;     0.78286
679.04100;     0.78208
680.04100;     0.78441
681.04100;     0.78628
682.04100;     0.78837
683.04100;     0.78932
684.04100;     0.79059
685.04100;     0.79172
686.04100;     0.79429
687.04100;     0.79649
688.04100;     0.79686
689.04100;     0.79844
690.04100;     0.80039
691.04100;     0.80339
692.04100;     0.80562
693.04100;     0.80935
694.04100;     0.81410
695.04100;     0.81725
696.04100;     0.82021
697.04100;     0.82419
698.04100;     0.82846
699.04100;     0.83179
700.04100;     0.83636
701.04100;     0.84018
702.04100;     0.84628
703.04100;     0.85215
704.04100;     0.85736
705.04100;     0.86357
706.04100;     0.87037
707.04100;     0.87795
708.04100;     0.88336
709.04100;     0.89203
710.04100;     0.89911
711.04100;     0.90669
712.04100;     0.91412
713.04100;     0.92133
714.04100;     0.93016
715.04100;     0.93998
716.04100;     0.94842
717.04100;     0.96055
718.04100;     0.97065
719.04100;     0.97921
720.04100;     0.98905
721.04100;     0.99908
722.04100;     1.00795
723.04100;     1.01820
724.04100;     1.02973
725.04100;     1.03944
726.04100;     1.04982
727.04100;     1.06090
728.04100;     1.07193
729.04100;     1.08311
730.04100;     1.09555
731.04100;     1.10574
732.04100;     1.12053
733.04100;     1.13111
734.04100;     1.14396
735.04100;     1.15639
736.04100;     1.16816
737.04100;     1.18003
738.04100;     1.19085
739.04100;     1.20504
740.04100;     1.21760
741.04100;     1.23059
742.04100;     1.24324
743.04100;     1.25871
744.04100;     1.27001
745.04100;     1.28406
746.04100;     1.29927
747.04100;     1.31241
748.04100;     1.33032
749.04100;     1.34927
750.04100;     1.36404
751.04100;     1.37944
752.04100;     1.39442
753.04100;     1.41070
754.04100;     1.44395
755.04100;     1.45778
756.04100;     1.47121
757.04100;     1.48504
758.04100;     1.50120
759.04100;     1.51548
760.04100;     1.52904
761.04100;     1.54654
762.04100;     1.56221
763.04100;     1.57713
764.04100;     1.59164
765.04100;     1.60682
766.04100;     1.62077
767.04100;     1.63476
768.04100;     1.64975
769.04100;     1.66682
770.04100;     1.68167
771.04100;     1.69632
772.04100;     1.71201
773.04100;     1.72670
774.04100;     1.74240
775.04100;     1.75669
776.04100;     1.77139
777.04100;     1.78610
778.04100;     1.80234
779.04100;     1.81768
780.04100;     1.83369
781.04100;     1.85006
782.04100;     1.86869
783.04100;     1.88567
784.04100;     1.90257
785.04100;     1.91715
786.04100;     1.93147
787.04100;     1.94928
788.04100;     1.96512
789.04100;     1.98152
790.04100;     1.99777
791.04100;     2.01466
792.04100;     2.03107
793.04100;     2.05039
794.04100;     2.06339
795.04100;     2.07983
796.04100;     2.09443
797.04100;     2.11046
